Clase;Grupo;"Cuenta Mayor";Auxiliar;"Sub cuentas del Aux";"Sub cuentas de sub cuenta Aux";Clasificación;"Nombre de la Cuenta"
1;1;2;007;05;00;"Sub cuentas del Aux";"Rossy Marilin Cardenas Lopez (Dolares) - 200015653198"
1;1;2;007;06;00;"Sub cuentas del Aux";"Osbin Josue Garrido Banegas (Dolares) - 200015386494"
1;1;2;008;00;00;Auxiliar;"Banco LAFISE"
1;1;2;008;01;00;"Sub cuentas del Aux";"Osman Roberto Garrido Banegas (Lempiras) - 135504004105"
1;1;2;008;02;00;"Sub cuentas del Aux";"Rossy Marilin Cardenas Lopez (Lempiras) - 135504004106"
1;1;2;008;03;00;"Sub cuentas del Aux";"Osbin Josue Garrido Banegas (Lempiras) - 135504004109"
1;1;2;008;04;00;"Sub cuentas del Aux";"Osman Roberto Garrido Banegas (Dolares) - 135604000308"
1;1;2;008;05;00;"Sub cuentas del Aux";"Rossy Marilin Cardenas Lopez (Dolares) - 135604000310"
1;1;2;008;06;00;"Sub cuentas del Aux";"Osbin Josue Garrido Banegas (Dolares) - 135604000311"
1;1;2;009;00;00;Auxiliar;DAVIVIENDA
1;1;2;009;01;00;"Sub cuentas del Aux";"Osman Roberto Garrido Banegas (Lempiras) - 1171181319"
1;1;2;009;02;00;"Sub cuentas del Aux";"Rossy Marilin Cardenas Lopez (Lempiras) - 1171182803"
1;1;2;009;03;00;"Sub cuentas del Aux";"Osman Roberto Garrido Banegas (Dolares) - 1171182455"
1;1;2;010;00;00;Auxiliar;"Banco CUSCATLAN"
1;1;2;010;01;00;"Sub cuentas del Aux";"Osman Roberto Garrido Banegas (Lempiras) - 217050003746"
1;1;2;011;00;00;Auxiliar;"Banco Promerica"
1;1;2;011;01;00;"Sub cuentas del Aux";"Rossy Marilin Cardenas Lopez (Lempiras) - 10000001422968"
1;1;2;011;02;00;"Sub cuentas del Aux";"Rossy Marilin Cardenas Lopez (Dolares) - 20000001435581"
1;1;3;000;00;00;"Cuenta Mayor";"cuentas por cobrar"
1;1;3;001;00;00;Auxiliar;"Prestamos Capital Clientes C/P"
1;1;3;003;00;00;Auxiliar;"Intereses Clientes C/P"
1;1;3;004;00;00;Auxiliar;"Pago tardio"
1;1;4;000;00;00;"Cuenta Mayor";Inventario
1;1;4;001;00;00;Auxiliar;"Almacen "
1;1;4;001;01;00;"Sub cuentas del Aux";"Almacen  KM MOTOS"
1;1;4;001;01;01;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS COMAYAGUA"
1;1;4;001;01;02;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS COMAYAGÜELA"
1;1;4;001;01;03;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS CATACAMAS - OLANCHO"
1;1;4;001;01;04;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS JUTIAPA"
1;1;4;001;01;05;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS JUTICALPA"
1;1;4;001;01;06;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS RUTA #5"
1;1;4;001;01;07;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS RUTA #1"
1;1;4;001;01;08;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS RUTA #2"
1;1;4;001;01;09;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS RUTA #3"
1;1;4;001;01;10;"Sub cuentas de sub cuenta Aux";"Almacen  BODEGA 2 - KM MOTOS"
1;1;4;001;01;11;"Sub cuentas de sub cuenta Aux";"Almacen  CENTRO DE DISTRIBUCION KM MOTOS"
1;1;4;001;01;12;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS RUTA #4"
1;1;4;001;01;13;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS GUALACO"
1;1;4;001;01;14;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS CULMI"
1;1;4;001;01;15;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS SPS #1"
1;1;4;001;01;16;"Sub cuentas de sub cuenta Aux";"Almacen  KMS TIENDA VIRTUAL HN"
1;1;4;001;01;17;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS RUTA #6"
1;1;4;001;01;18;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - LA PAZ"
1;1;4;001;01;19;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS TOCOA"
1;1;4;001;01;20;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - TOROCAGUA"
1;1;4;001;01;21;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS SPS 2"
1;1;4;001;01;22;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS CATACAMAS 2 -OLANCHO "
1;1;4;001;01;23;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS RUTA #7"
1;1;4;001;01;24;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS EL PROGRESO"
1;1;4;001;01;25;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS TELA"
1;1;4;001;01;26;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS SABA"
1;1;4;001;01;27;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS PEÑA BLANCA"
1;1;4;001;01;28;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - RUTA 8"
1;1;4;001;01;29;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - COUNTRY TEGUS"
1;1;4;001;01;30;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - EL PROGRESO 2"
1;1;4;001;01;31;"Sub cuentas de sub cuenta Aux";"Almacen  KMMOTOS -   RUTA #9"
1;1;4;001;02;00;"Sub cuentas del Aux";"Almacen  ALL IN ONE"
1;1;4;001;02;01;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE - CHOLUTECA "
1;1;4;001;02;02;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE-COMAYAGUA #2 "
1;1;4;001;02;03;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS SIGUATEPEQUE #1"
1;1;4;001;02;04;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE-SAN LORENZO"
1;1;4;001;02;05;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE LA ESPERANZA #1"
1;1;4;001;02;06;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE COMAYAGUA #5"
1;1;4;001;02;07;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - SANTA ROSA"
1;1;4;001;02;08;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - SANTA BARBARA"
1;1;4;001;02;09;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - TALANGA"
1;1;4;001;02;10;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE - LA ESPERANZA #2"
1;1;4;001;02;11;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - SIGUATEPEQUE #2"
1;1;4;001;02;12;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE - AZACUALPA SANTA BARBARA"
1;1;4;001;02;13;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE - LAS VEGAS SANTA BARBARA"
1;1;4;001;02;14;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE - CHOLUTECA 2"
1;1;4;001;02;15;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE - CHOLUTECA 3"
1;1;4;001;02;16;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE  - MONJARAS"
1;1;4;001;02;17;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE - NACAOME"
1;1;4;001;03;00;"Sub cuentas del Aux";"Almacen  KM CARS"
1;1;4;001;03;01;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - COMAYAGUA #3"
1;1;4;001;03;02;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS - LA CUESTA "
1;1;4;001;03;03;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS LA LIBERTAD"
1;1;4;001;03;04;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS - VILLANUEVA"
1;1;4;001;03;05;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS - MARCALA #1"
1;1;4;001;03;06;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS GRACIAS LEMPIRA"
1;1;4;001;03;07;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS LA CEIBA"
1;1;4;001;03;08;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS PUERTO CORTES"
1;1;4;001;03;09;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS DANLI"
1;1;4;001;03;10;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS EL PARAISO"
1;1;4;001;03;11;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS CHOLOMA"
1;1;4;001;03;12;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS - MARCALA 2"
1;1;4;001;03;13;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS - LA ENTRADA COPAN"
1;1;4;001;03;14;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS - LA ENTRADA COPAN #2"
1;1;4;001;03;15;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS - SANTA CRUZ DE YOJOA"
1;1;4;001;03;16;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS - MORAZAN YORO"
1;1;4;001;03;17;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS - LA CUESTA #2"
1;1;4;001;03;18;"Sub cuentas de sub cuenta Aux";"Almacen  KM CARS- YORO, YORO"
1;1;4;001;03;19;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO KM CARS HN - DANLI 2"
1;1;4;001;04;00;"Sub cuentas del Aux";"Almacen  GRUPO KM MOTOS HN"
1;1;4;001;04;01;"Sub cuentas de sub cuenta Aux";"Almacen  KM MOTOS - VINI"
1;1;4;001;04;02;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO KM MOTOS - SPS 3"
1;1;4;001;04;03;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO KM MOTOS  - JUTICALPA 2"
1;1;4;001;04;04;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO KM MOTOS HN - SAN MARCOS DE COLON"
1;1;4;001;04;05;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO KM MOTOS HN - TEUPASENTI"
1;1;4;001;04;06;"Sub cuentas de sub cuenta Aux";"Almacen  KMMOTOS - COMAYAGUA #8"
1;1;4;001;05;00;"Sub cuentas del Aux";"Almacen  GRUPO KM CARS HN"
1;1;4;001;05;01;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE COMAYAGUA #6"
1;1;4;001;05;02;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO TODO EN UNO HN - SANTA ROSA COPAN #2"
1;1;4;001;05;03;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO TODO EN UNO HN - SIGUATEPEQUE #3"
1;1;4;001;06;00;"Sub cuentas del Aux";"Almacen  GRUPO TODO EN UNO HN"
1;1;4;001;06;01;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE- KM COMAYAGUA #4  "
1;1;4;001;06;02;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO TODO EN UNO - SAN JUAN "
1;1;4;001;06;03;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO TODO EN UNO HN - JESUS DE OTORO"
1;1;4;001;06;04;"Sub cuentas de sub cuenta Aux";"Almacen  ALL IN ONE - TAULABE"
1;1;4;001;06;05;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO KM CARS HN - TROJES"
1;1;4;001;06;06;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO KM CARS HN - SAN MARCOS DE OCOTEPEQUE"
1;1;4;001;06;07;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO TODO EN UNO HN - QUIMISTAN"
1;1;4;001;06;08;"Sub cuentas de sub cuenta Aux";"Almacen  GRUPO KM CARS HN - LEPAERA"
1;1;4;001;06;09;"Sub cuentas de sub cuenta Aux";"Almacen   GRUPO KM CARS  - LA ENTRADA #3"
1;1;5;000;00;00;"Cuenta Mayor";"Pagos por anticiado"
1;1;5;001;00;00;Auxiliar;"Primas de Seguro "
1;1;5;002;00;00;Auxiliar;"Rentas Pagadas por anticipado"
1;1;5;003;00;00;Auxiliar;"Impuesto Sobre Ventas Pagado"
1;1;5;004;00;00;Auxiliar;"Intereses Pagados Por adelantado"
1;1;5;005;00;00;Auxiliar;"Papeleria y Utiles"
1;1;5;006;00;00;Auxiliar;"Material de Aseo aun no consumido"
1;1;5;007;00;00;Auxiliar;"Anticipo a proveedores"
1;1;5;008;00;00;Auxiliar;"Publicidad aun no consumida"
1;2;0;000;00;00;Grupo;"Activo No Corriente"
1;2;1;000;00;00;"Cuenta Mayor";"Propiedad Planta y Equipo"
1;2;1;001;00;00;Auxiliar;"Mobiliario y Equipo"
1;2;1;002;00;00;Auxiliar;Herramientas
1;2;1;003;00;00;Auxiliar;"Equipo de Reparto"
1;2;1;004;00;00;Auxiliar;"Edificios "
1;2;1;005;00;00;Auxiliar;Terrenos
1;2;1;006;00;00;Auxiliar;Vehiculos
1;2;3;000;00;00;"Cuenta Mayor";"Activo Intangible"
1;2;3;001;00;00;Auxiliar;"Aplicaciones informaticas"
1;2;3;002;00;00;Auxiliar;Marcas
1;2;4;000;00;00;"Cuenta Mayor";"Otros Activos"
1;2;4;001;00;00;Auxiliar;"Depositos en garantias"
